"APP","MONTH_DT","ACTUAL_UP","EXPECTED_UP"
"App A91","06/30/2010",1,0.95
"App A91","06/30/2010",1,0.97
"App A92","06/30/2010",1,0.995
"App A93","06/30/2010",1,0.98
"App A97","06/30/2010",1,0.95
"App A97","06/30/2010",1,0.97
"App A99","06/30/2010",1,0.995
"App A101","06/30/2010",1,0.995
"App A102","06/30/2010",1,0.995
"App A105","06/30/2010",1,0.98
"App A105","06/30/2010",1,0.991
"App A1","05/31/2010",1,
"App A2","05/31/2010",1,0.95
"App A2","05/31/2010",1,0.98
"App A4","05/31/2010",1,0.95
"App A4","05/31/2010",1,0.98
"App A6","05/31/2010",0.9977,0.97
"App A6","05/31/2010",0.9984,0.95
"App A7","05/31/2010",1,0.96
"App A7","05/31/2010",1,0.98
"App A8","05/31/2010",1,0.98
"App A8","05/31/2010",1,0.991
"App A11","05/31/2010",1,0.98
"App A14","05/31/2010",1,0.98
"App A15","05/31/2010",1,0.98
"App A17","05/31/2010",1,0.95
"App A17","05/31/2010",1,0.97
"App A19","05/31/2010",1,0.95
"App A19","05/31/2010",1,0.97
"App A20","05/31/2010",1,0.95
"App A20","05/31/2010",1,0.97
"App A21","05/31/2010",1,0.95
"App A21","05/31/2010",1,0.98
"App A24","05/31/2010",1,0.95
"App A24","05/31/2010",1,0.97
"App A28","05/31/2010",1,0.95
"App A28","05/31/2010",1,0.97
"App A29","05/31/2010",1,0.95
"App A29","05/31/2010",1,0.97
"App A31","05/31/2010",1,0.95
"App A31","05/31/2010",1,0.98
"App A32","05/31/2010",1,0.93
"App A32","05/31/2010",1,0.98
"App A33","05/31/2010",1,0.95
"App A33","05/31/2010",1,0.97
"App A36","05/31/2010",1,0.98
"App A36","05/31/2010",1,0.991
"App A38","05/31/2010",1,0.98
"App A38","05/31/2010",1,0.991
"App A40","05/31/2010",1,0.98
"App A40","05/31/2010",1,0.991
"App A42","05/31/2010",1,0.98
"App A42","05/31/2010",1,0.991
"App A46","05/31/2010",1,0.98
"App A46","05/31/2010",1,0.991
"App A48","05/31/2010",1,0.98
"App A48","05/31/2010",1,0.991
"App A50","05/31/2010",1,0.98
"App A50","05/31/2010",1,0.991
"App A52","05/31/2010",1,0.98
"App A52","05/31/2010",1,0.991
"App A54","05/31/2010",0.9997,0.98
"App A54","05/31/2010",0.9997,0.991
"App A56","05/31/2010",0.9997,0.98
"App A56","05/31/2010",0.9997,0.991
"App A58","05/31/2010",0.9997,0.98
"App A58","05/31/2010",0.9997,0.991
"App A72","05/31/2010",1,0.98
"App A72","05/31/2010",1,0.991
"App A74","05/31/2010",1,0.98
"App A74","05/31/2010",1,0.991
"App A76","05/31/2010",1,0.98
"App A76","05/31/2010",1,0.991
"App A78","05/31/2010",1,0.98
"App A78","05/31/2010",1,0.991
"App A81","05/31/2010",1,0.98
"App A83","05/31/2010",1,0.99
"App A88","05/31/2010",1,0.99
"App A90","05/31/2010",1,0.98
"App A91","05/31/2010",1,0.95
"App A91","05/31/2010",1,0.97
"App A92","05/31/2010",1,0.995
"App A93","05/31/2010",1,0.98
"App A97","05/31/2010",1,0.95
"App A97","05/31/2010",1,0.97
"App A99","05/31/2010",1,0.995
"App A101","05/31/2010",1,0.995
"App A102","05/31/2010",1,0.995
"App A105","05/31/2010",1,0.98
"App A105","05/31/2010",1,0.991
"App A1","04/30/2010",1,
"App A2","04/30/2010",1,0.95
"App A2","04/30/2010",1,0.98
"App A4","04/30/2010",1,0.95
"App A4","04/30/2010",1,0.98
"App A6","04/30/2010",1,0.95
"App A6","04/30/2010",1,0.97
"App A7","04/30/2010",1,0.96
"App A7","04/30/2010",1,0.98
"App A8","04/30/2010",1,0.98
"App A8","04/30/2010",1,0.991
"App A11","04/30/2010",1,0.98
"App A14","04/30/2010",1,0.98
"App A15","04/30/2010",1,0.98
"App A17","04/30/2010",1,0.95
"App A17","04/30/2010",1,0.97
"App A19","04/30/2010",1,0.95
"App A19","04/30/2010",1,0.97
"App A20","04/30/2010",1,0.95
"App A20","04/30/2010",1,0.97
"App A21","04/30/2010",0.9879,0.98
"App A21","04/30/2010",0.9929,0.95
"App A24","04/30/2010",1,0.95
"App A24","04/30/2010",1,0.97
"App A28","04/30/2010",1,0.95
"App A28","04/30/2010",1,0.97
"App A29","04/30/2010",1,0.95
"App A29","04/30/2010",1,0.97
"App A31","04/30/2010",1,0.95
"App A31","04/30/2010",1,0.98
"App A32","04/30/2010",1,0.93
"App A32","04/30/2010",1,0.98
"App A33","04/30/2010",1,0.95
"App A33","04/30/2010",1,0.97
"App A36","04/30/2010",0.9998,0.98
"App A36","04/30/2010",0.9998,0.991
"App A38","04/30/2010",0.9973,0.98
"App A38","04/30/2010",0.9973,0.991
"App A40","04/30/2010",0.9981,0.98
"App A40","04/30/2010",0.9981,0.991
"App A42","04/30/2010",0.9978,0.98
"App A42","04/30/2010",0.9978,0.991
"App A46","04/30/2010",0.9966,0.98
"App A46","04/30/2010",0.9966,0.991
"App A48","04/30/2010",1,0.98
"App A48","04/30/2010",1,0.991
"App A50","04/30/2010",0.9975,0.98
"App A50","04/30/2010",0.9975,0.991
"App A52","04/30/2010",0.998,0.98
"App A52","04/30/2010",0.998,0.991
"App A54","04/30/2010",0.9998,0.98
"App A54","04/30/2010",0.9998,0.991
"App A56","04/30/2010",0.9973,0.98
"App A56","04/30/2010",0.9973,0.991
"App A58","04/30/2010",0.9978,0.98
"App A58","04/30/2010",0.9978,0.991
"App A72","04/30/2010",1,0.98
"App A72","04/30/2010",1,0.991
"App A74","04/30/2010",0.9975,0.98
"App A74","04/30/2010",0.9975,0.991
"App A76","04/30/2010",0.998,0.98
"App A76","04/30/2010",0.998,0.991
"App A78","04/30/2010",0.9971,0.98
"App A78","04/30/2010",0.9971,0.991
"App A81","04/30/2010",1,0.98
"App A83","04/30/2010",1,0.99
"App A88","04/30/2010",1,0.99
"App A90","04/30/2010",1,0.98
"App A91","04/30/2010",1,0.95
"App A91","04/30/2010",1,0.97
"App A92","04/30/2010",1,0.995
"App A93","04/30/2010",1,0.98
"App A97","04/30/2010",1,0.95
"App A97","04/30/2010",1,0.97
"App A99","04/30/2010",1,0.995
"App A101","04/30/2010",1,0.995
"App A102","04/30/2010",1,0.995
"App A105","04/30/2010",1,0.98
"App A105","04/30/2010",1,0.991
"App A1","03/31/2010",1,
"App A2","03/31/2010",1,0.95
"App A2","03/31/2010",1,0.98
"App A4","03/31/2010",1,0.95
"App A4","03/31/2010",1,0.98
"App A6","03/31/2010",1,0.95
"App A6","03/31/2010",1,0.97
"App A7","03/31/2010",1,0.96
"App A7","03/31/2010",1,0.98
"App A8","03/31/2010",1,0.98
"App A8","03/31/2010",1,0.991
"App A11","03/31/2010",1,0.98
"App A14","03/31/2010",1,0.98
"App A15","03/31/2010",1,0.98
"App A17","03/31/2010",1,0.95
"App A17","03/31/2010",1,0.97
"App A19","03/31/2010",1,0.95
"App A19","03/31/2010",1,0.97
"App A20","03/31/2010",1,0.95
"App A20","03/31/2010",1,0.97
"App A21","03/31/2010",1,0.95
"App A21","03/31/2010",1,0.98
"App A24","03/31/2010",0.9957,0.97
"App A24","03/31/2010",0.9975,0.95
"App A28","03/31/2010",1,0.95
"App A28","03/31/2010",1,0.97
"App A29","03/31/2010",1,0.95
"App A29","03/31/2010",1,0.97
"App A31","03/31/2010",0.9943,0.95
"App A31","03/31/2010",1,0.98
"App A32","03/31/2010",1,0.93
"App A32","03/31/2010",1,0.98
"App A33","03/31/2010",1,0.95
"App A33","03/31/2010",1,0.97
"App A36","03/31/2010",0.9941,0.98
"App A36","03/31/2010",0.9941,0.991
"App A38","03/31/2010",0.9982,0.98
"App A38","03/31/2010",0.9982,0.991
"App A40","03/31/2010",0.9937,0.98
"App A40","03/31/2010",0.9937,0.991
"App A42","03/31/2010",1,0.98
"App A42","03/31/2010",1,0.991
"App A43","03/31/2010",0,0.98
"App A43","03/31/2010",0,0.991
"App A46","03/31/2010",0.9979,0.98
"App A46","03/31/2010",0.9979,0.991
"App A48","03/31/2010",0.9941,0.98
"App A48","03/31/2010",0.9941,0.991
"App A50","03/31/2010",0.9982,0.98
"App A50","03/31/2010",0.9982,0.991
"App A52","03/31/2010",1,0.98
"App A52","03/31/2010",1,0.991
"App A54","03/31/2010",0.9941,0.98
"App A54","03/31/2010",0.9941,0.991
"App A56","03/31/2010",0.9982,0.98
"App A56","03/31/2010",0.9982,0.991
"App A58","03/31/2010",1,0.98
"App A58","03/31/2010",1,0.991
"App A72","03/31/2010",0.9941,0.98
"App A72","03/31/2010",0.9941,0.991
"App A74","03/31/2010",0.9982,0.98
"App A74","03/31/2010",0.9982,0.991
"App A76","03/31/2010",1,0.98
"App A76","03/31/2010",1,0.991
"App A78","03/31/2010",0.9996,0.98
"App A78","03/31/2010",0.9996,0.991
"App A81","03/31/2010",1,0.98
"App A83","03/31/2010",1,0.99
"App A88","03/31/2010",1,0.99
"App A90","03/31/2010",1,0.98
"App A91","03/31/2010",1,0.95
"App A91","03/31/2010",1,0.97
"App A92","03/31/2010",1,0.995
"App A93","03/31/2010",1,0.98
"App A97","03/31/2010",1,0.95
"App A97","03/31/2010",1,0.97
"App A99","03/31/2010",1,0.995
"App A101","03/31/2010",1,0.995
"App A102","03/31/2010",1,0.995
"App A105","03/31/2010",1,0.98
"App A105","03/31/2010",1,0.991
"App A1","02/28/2010",1,
"App A2","02/28/2010",1,0.95
"App A2","02/28/2010",1,0.98
"App A4","02/28/2010",1,0.95
"App A4","02/28/2010",1,0.98
"App A6","02/28/2010",0.9978,0.95
"App A6","02/28/2010",0.9978,0.97
"App A7","02/28/2010",1,0.96
"App A7","02/28/2010",1,0.98
"App A11","02/28/2010",1,0.98
"App A14","02/28/2010",1,0.98
"App A15","02/28/2010",1,0.98
"App A17","02/28/2010",0.9975,0.97
"App A17","02/28/2010",0.9985,0.95
"App A19","02/28/2010",1,0.95
"App A19","02/28/2010",1,0.97
"App A20","02/28/2010",1,0.95
"App A20","02/28/2010",1,0.97
"App A21","02/28/2010",1,0.95
"App A21","02/28/2010",1,0.98
"App A24","02/28/2010",0.9906,0.97
"App A24","02/28/2010",0.9945,0.95
"App A28","02/28/2010",1,0.95
"App A28","02/28/2010",1,0.97
"App A29","02/28/2010",1,0.95
"App A29","02/28/2010",1,0.97
"App A31","02/28/2010",1,0.95
"App A31","02/28/2010",1,0.98
"App A32","02/28/2010",0.9937,0.98
"App A32","02/28/2010",0.9963,0.93
"App A33","02/28/2010",1,0.95
"App A33","02/28/2010",1,0.97
"App A36","02/28/2010",0.9997,0.98
"App A36","02/28/2010",0.9997,0.991
"App A38","02/28/2010",0.9995,0.98
"App A38","02/28/2010",0.9995,0.991
"App A40","02/28/2010",0.9998,0.98
"App A40","02/28/2010",0.9998,0.991
"App A42","02/28/2010",0.9998,0.98
"App A42","02/28/2010",0.9998,0.991
"App A43","02/28/2010",0.9996,0.98
"App A43","02/28/2010",0.9996,0.991
"App A44","02/28/2010",0,0.98
"App A44","02/28/2010",0,0.991
"App A46","02/28/2010",0.9994,0.98
"App A46","02/28/2010",0.9994,0.991
"App A78","02/28/2010",0.9996,0.98
"App A78","02/28/2010",0.9996,0.991
"App A81","02/28/2010",1,0.98
"App A83","02/28/2010",1,0.99
"App A88","02/28/2010",1,0.99
"App A90","02/28/2010",1,0.98
"App A91","02/28/2010",1,0.95
"App A91","02/28/2010",1,0.97
"App A92","02/28/2010",1,0.995
"App A93","02/28/2010",1,0.98
"App A97","02/28/2010",1,0.95
"App A97","02/28/2010",1,0.97
"App A99","02/28/2010",1,0.995
"App A101","02/28/2010",1,0.995
"App A102","02/28/2010",1,0.995
"App A105","02/28/2010",1,0.98
"App A105","02/28/2010",1,0.991
"App A1","01/31/2010",1,
"App A2","01/31/2010",1,0.95
"App A2","01/31/2010",1,0.98
"App A4","01/31/2010",1,0.95
"App A4","01/31/2010",1,0.98
"App A6","01/31/2010",1,0.95
"App A6","01/31/2010",1,0.97
"App A11","01/31/2010",1,0.98
"App A14","01/31/2010",1,0.98
"App A15","01/31/2010",1,0.98
"App A17","01/31/2010",1,0.95
"App A17","01/31/2010",1,0.97
"App A19","01/31/2010",1,0.95
"App A19","01/31/2010",1,0.97
"App A20","01/31/2010",1,0.95
"App A20","01/31/2010",1,0.97
"App A21","01/31/2010",1,0.95
"App A21","01/31/2010",1,0.98
"App A24","01/31/2010",1,0.95
"App A24","01/31/2010",1,0.97
"App A28","01/31/2010",1,0.95
"App A28","01/31/2010",1,0.97
"App A29","01/31/2010",1,0.95
"App A29","01/31/2010",1,0.97
"App A31","01/31/2010",1,0.95
"App A31","01/31/2010",1,0.98
"App A33","01/31/2010",1,0.95
"App A33","01/31/2010",1,0.97
"App A36","01/31/2010",0.9819,0.98
"App A36","01/31/2010",0.9819,0.991
"App A38","01/31/2010",0.9695,0.98
"App A38","01/31/2010",0.9695,0.991
"App A40","01/31/2010",0.9929,0.98
"App A40","01/31/2010",0.9929,0.991
"App A42","01/31/2010",0.9819,0.98
"App A42","01/31/2010",0.9819,0.991
"App A43","01/31/2010",0.98,0.98
"App A43","01/31/2010",0.98,0.991
"App A44","01/31/2010",0.9814,0.98
"App A44","01/31/2010",0.9814,0.991
"App A46","01/31/2010",0.9853,0.98
"App A46","01/31/2010",0.9853,0.991
"App A78","01/31/2010",0.9908,0.98
"App A78","01/31/2010",0.9908,0.991
"App A81","01/31/2010",1,0.98
"App A83","01/31/2010",1,0.99
"App A88","01/31/2010",1,0.99
"App A90","01/31/2010",1,0.98
"App A92","01/31/2010",1,0.995
"App A93","01/31/2010",1,0.98
"App A97","01/31/2010",1,0.95
"App A97","01/31/2010",1,0.97
"App A99","01/31/2010",1,0.995
"App A101","01/31/2010",1,0.995
"App A102","01/31/2010",1,0.995
"App A105","01/31/2010",1,0.98
"App A105","01/31/2010",1,0.991
"App A1","12/31/2009",1,
"App A2","12/31/2009",1,0.95
"App A2","12/31/2009",1,0.98
"App A4","12/31/2009",1,0.95
"App A4","12/31/2009",1,0.98
"App A6","12/31/2009",1,0.95
"App A6","12/31/2009",1,0.97
"App A11","12/31/2009",1,0.98
"App A14","12/31/2009",1,0.98
"App A15","12/31/2009",1,0.98
"App A17","12/31/2009",1,0.95
"App A17","12/31/2009",1,0.97
"App A19","12/31/2009",1,0.95
"App A19","12/31/2009",1,0.97
"App A20","12/31/2009",1,0.95
"App A20","12/31/2009",1,0.97
"App A21","12/31/2009",1,0.95
"App A21","12/31/2009",1,0.98
"App A24","12/31/2009",1,0.95
"App A24","12/31/2009",1,0.97
"App A28","12/31/2009",1,0.95
"App A28","12/31/2009",1,0.97
"App A29","12/31/2009",1,0.95
"App A29","12/31/2009",1,0.97
"App A31","12/31/2009",0.9825,0.95
"App A31","12/31/2009",0.9825,0.98
"App A33","12/31/2009",1,0.95
"App A33","12/31/2009",1,0.97
"App A40","12/31/2009",0.9996,0.98
"App A40","12/31/2009",0.9996,0.991
"App A43","12/31/2009",0.9984,0.98
"App A43","12/31/2009",0.9984,0.991
"App A44","12/31/2009",1,0.98
"App A44","12/31/2009",1,0.991
"App A46","12/31/2009",0.9967,0.98
"App A46","12/31/2009",0.9967,0.991
"App A78","12/31/2009",1,0.98
"App A78","12/31/2009",1,0.991
"App A81","12/31/2009",1,0.98
"App A83","12/31/2009",1,0.99
"App A88","12/31/2009",1,0.99
"App A90","12/31/2009",1,0.98
"App A92","12/31/2009",1,0.995
"App A93","12/31/2009",1,0.98
"App A97","12/31/2009",1,0.95
"App A97","12/31/2009",1,0.97
"App A99","12/31/2009",1,0.995
"App A101","12/31/2009",1,0.995
"App A102","12/31/2009",1,0.995
"App A105","12/31/2009",1,0.98
"App A105","12/31/2009",1,0.991
"App A1","11/30/2009",1,
"App A2","11/30/2009",1,0.95
"App A2","11/30/2009",1,0.98
"App A4","11/30/2009",1,0.95
"App A4","11/30/2009",1,0.98
"App A6","11/30/2009",1,0.95
"App A6","11/30/2009",1,0.97
"App A11","11/30/2009",1,0.98
"App A14","11/30/2009",1,0.98
"App A15","11/30/2009",1,0.98
"App A17","11/30/2009",1,0.95
"App A17","11/30/2009",1,0.97
"App A19","11/30/2009",1,0.95
"App A19","11/30/2009",1,0.97
"App A20","11/30/2009",1,0.95
"App A20","11/30/2009",1,0.97
"App A21","11/30/2009",1,0.95
"App A21","11/30/2009",1,0.98
"App A24","11/30/2009",0.9878,0.97
"App A24","11/30/2009",0.9951,0.95
"App A28","11/30/2009",1,0.95
"App A28","11/30/2009",1,0.97
"App A29","11/30/2009",1,0.95
"App A29","11/30/2009",1,0.97
"App A31","11/30/2009",0.9836,0.98
"App A31","11/30/2009",0.9904,0.95
"App A33","11/30/2009",1,0.95
"App A33","11/30/2009",1,0.97
"App A40","11/30/2009",1,0.98
"App A40","11/30/2009",1,0.991
"App A43","11/30/2009",1,0.98
"App A43","11/30/2009",1,0.991
"App A44","11/30/2009",1,0.98
"App A44","11/30/2009",1,0.991
"App A46","11/30/2009",1,0.98
"App A46","11/30/2009",1,0.991
"App A78","11/30/2009",1,0.98
"App A78","11/30/2009",1,0.991
"App A81","11/30/2009",1,0.98
"App A83","11/30/2009",1,0.99
"App A88","11/30/2009",1,0.99
"App A90","11/30/2009",1,0.98
"App A92","11/30/2009",1,0.995
"App A93","11/30/2009",1,0.98
"App A97","11/30/2009",1,0.95
"App A97","11/30/2009",1,0.97
"App A99","11/30/2009",1,0.995
"App A101","11/30/2009",1,0.995
"App A102","11/30/2009",1,0.995
"App A105","11/30/2009",1,0.98
"App A105","11/30/2009",1,0.991
"App A1","10/31/2009",1,
"App A2","10/31/2009",1,0.95
"App A2","10/31/2009",1,0.98
"App A4","10/31/2009",1,0.95
"App A4","10/31/2009",1,0.98
"App A6","10/31/2009",1,0.95
"App A6","10/31/2009",1,0.97
"App A11","10/31/2009",1,0.98
"App A14","10/31/2009",1,0.98
"App A15","10/31/2009",1,0.98
"App A17","10/31/2009",1,0.95
"App A17","10/31/2009",1,0.97
"App A19","10/31/2009",1,0.95
"App A19","10/31/2009",1,0.97
"App A20","10/31/2009",1,0.95
"App A20","10/31/2009",1,0.97
"App A21","10/31/2009",1,0.95
"App A21","10/31/2009",1,0.98
"App A24","10/31/2009",1,0.95
"App A24","10/31/2009",1,0.97
"App A28","10/31/2009",1,0.95
"App A28","10/31/2009",1,0.97
"App A29","10/31/2009",1,0.95
"App A29","10/31/2009",1,0.97
"App A31","10/31/2009",1,0.95
"App A31","10/31/2009",1,0.98
"App A33","10/31/2009",1,0.95
"App A33","10/31/2009",1,0.97
"App A40","10/31/2009",0.9964,0.98
"App A40","10/31/2009",0.9964,0.991
"App A43","10/31/2009",0.999,0.98
"App A43","10/31/2009",0.999,0.991
"App A44","10/31/2009",0.9989,0.98
"App A44","10/31/2009",0.9989,0.991
"App A46","10/31/2009",0.9989,0.98
"App A46","10/31/2009",0.9989,0.991
"App A78","10/31/2009",0.9989,0.98
"App A78","10/31/2009",0.9989,0.991
"App A81","10/31/2009",1,0.98
"App A83","10/31/2009",1,0.99
"App A88","10/31/2009",1,0.99
"App A90","10/31/2009",1,0.98
"App A92","10/31/2009",1,0.995
"App A93","10/31/2009",1,0.98
"App A97","10/31/2009",1,0.95
"App A97","10/31/2009",1,0.97
"App A99","10/31/2009",1,0.995
"App A101","10/31/2009",0.9995,0.995
"App A102","10/31/2009",1,0.995
"App A105","10/31/2009",1,0.98
"App A105","10/31/2009",1,0.991
"App A1","09/30/2009",1,
"App A2","09/30/2009",1,0.95
"App A2","09/30/2009",1,0.98
"App A4","09/30/2009",0.9965,0.95
"App A4","09/30/2009",1,0.98
"App A6","09/30/2009",0.9936,0.95
"App A6","09/30/2009",0.997,0.97
"App A11","09/30/2009",1,0.98
"App A14","09/30/2009",1,0.98
"App A15","09/30/2009",1,0.98
"App A17","09/30/2009",1,0.95
"App A17","09/30/2009",1,0.97
"App A19","09/30/2009",1,0.95
"App A19","09/30/2009",1,0.97
"App A20","09/30/2009",1,0.95
"App A20","09/30/2009",1,0.97
"App A21","09/30/2009",1,0.95
"App A21","09/30/2009",1,0.98
"App A24","09/30/2009",0.9923,0.97
"App A24","09/30/2009",0.9955,0.95
"App A28","09/30/2009",1,0.95
"App A28","09/30/2009",1,0.97
"App A29","09/30/2009",1,0.95
"App A29","09/30/2009",1,0.97
"App A31","09/30/2009",1,0.95
"App A31","09/30/2009",1,0.98
"App A33","09/30/2009",1,0.95
"App A33","09/30/2009",1,0.97
"App A40","09/30/2009",0.9937,0.98
"App A40","09/30/2009",0.9937,0.991
"App A43","09/30/2009",0.9986,0.991
"App A43","09/30/2009",0.9996,0.98
"App A44","09/30/2009",0.9998,0.98
"App A44","09/30/2009",0.9998,0.991
"App A46","09/30/2009",0.9957,0.98
"App A46","09/30/2009",0.9957,0.991
"App A78","09/30/2009",0.9998,0.98
"App A78","09/30/2009",0.9998,0.991
"App A81","09/30/2009",1,0.98
"App A83","09/30/2009",1,0.99
"App A88","09/30/2009",1,0.99
"App A90","09/30/2009",1,0.98
"App A92","09/30/2009",1,0.995
"App A93","09/30/2009",1,0.98
"App A97","09/30/2009",1,0.95
"App A97","09/30/2009",1,0.97
"App A99","09/30/2009",0.9984,0.995
"App A101","09/30/2009",0.9984,0.995
"App A102","09/30/2009",1,0.995
"App A105","09/30/2009",1,0.98
"App A105","09/30/2009",1,0.991
"App A1","08/31/2009",1,
"App A2","08/31/2009",1,0.95
"App A2","08/31/2009",1,0.98
"App A4","08/31/2009",1,0.95
"App A4","08/31/2009",1,0.98
"App A6","08/31/2009",0.994,0.97
"App A6","08/31/2009",0.9965,0.95
"App A11","08/31/2009",1,0.98
"App A14","08/31/2009",1,0.98
"App A15","08/31/2009",1,0.98
"App A17","08/31/2009",1,0.95
"App A17","08/31/2009",1,0.97
"App A19","08/31/2009",0.9927,0.97
"App A19","08/31/2009",0.9955,0.95
"App A20","08/31/2009",1,0.95
"App A20","08/31/2009",1,0.97
"App A21","08/31/2009",1,0.95
"App A21","08/31/2009",1,0.98
"App A24","08/31/2009",0.997,0.97
"App A24","08/31/2009",0.9983,0.95
"App A25","08/31/2009",0,0.95
"App A25","08/31/2009",0,0.97
"App A28","08/31/2009",1,0.95
"App A28","08/31/2009",1,0.97
"App A29","08/31/2009",1,0.95
"App A29","08/31/2009",1,0.97
"App A31","08/31/2009",0.9692,0.98
"App A31","08/31/2009",0.9776,0.95
"App A33","08/31/2009",0.9818,0.97
"App A33","08/31/2009",0.9894,0.95
"App A40","08/31/2009",0.9995,0.991
"App A40","08/31/2009",1,0.98
"App A43","08/31/2009",0.9989,0.991
"App A43","08/31/2009",1,0.98
"App A44","08/31/2009",0.9995,0.991
"App A44","08/31/2009",1,0.98
"App A46","08/31/2009",0.9995,0.991
"App A46","08/31/2009",1,0.98
"App A78","08/31/2009",0.9995,0.991
"App A78","08/31/2009",1,0.98
"App A81","08/31/2009",1,0.98
"App A83","08/31/2009",1,0.99
"App A88","08/31/2009",1,0.99
"App A90","08/31/2009",1,0.98
"App A92","08/31/2009",0.998,0.995
"App A93","08/31/2009",1,0.98
"App A97","08/31/2009",1,0.95
"App A97","08/31/2009",1,0.97
"App A99","08/31/2009",0.9987,0.995
"App A101","08/31/2009",1,0.995
"App A102","08/31/2009",1,0.995
"App A105","08/31/2009",1,0.98
"App A105","08/31/2009",1,0.991
"App A1","07/31/2009",1,
"App A2","07/31/2009",1,0.95
"App A2","07/31/2009",1,0.98
"App A4","07/31/2009",1,0.95
"App A4","07/31/2009",1,0.98
"App A6","07/31/2009",1,0.95
"App A6","07/31/2009",1,0.97
"App A11","07/31/2009",1,0.98
"App A14","07/31/2009",1,0.98
"App A15","07/31/2009",0.9959,0.98
"App A15","07/31/2009",0.9976,0.98
"App A17","07/31/2009",1,0.95
"App A17","07/31/2009",1,0.97
"App A19","07/31/2009",1,0.95
"App A19","07/31/2009",1,0.97
"App A20","07/31/2009",1,0.95
"App A20","07/31/2009",1,0.97
"App A21","07/31/2009",1,0.95
"App A21","07/31/2009",1,0.98
"App A24","07/31/2009",1,0.95
"App A24","07/31/2009",1,0.97
"App A25","07/31/2009",0,0.95
"App A25","07/31/2009",0,0.97
"App A28","07/31/2009",0.9982,0.95
"App A28","07/31/2009",0.9982,0.97
"App A29","07/31/2009",1,0.95
"App A29","07/31/2009",1,0.97
"App A31","07/31/2009",1,0.95
"App A31","07/31/2009",1,0.98
"App A33","07/31/2009",1,0.95
"App A33","07/31/2009",1,0.97
"App A40","07/31/2009",0.9998,0.991
"App A40","07/31/2009",1,0.98
"App A43","07/31/2009",0.9997,0.991
"App A43","07/31/2009",1,0.98
"App A44","07/31/2009",0.9998,0.991
"App A44","07/31/2009",1,0.98
"App A46","07/31/2009",0.9998,0.991
"App A46","07/31/2009",1,0.98
"App A78","07/31/2009",0.9998,0.991
"App A78","07/31/2009",1,0.98
"App A81","07/31/2009",0.987,0.98
"App A81","07/31/2009",0.9871,0.98
"App A83","07/31/2009",1,0.99
"App A88","07/31/2009",1,0.99
"App A90","07/31/2009",1,0.98
"App A92","07/31/2009",1,0.995
"App A93","07/31/2009",1,0.98
"App A97","07/31/2009",1,0.95
"App A97","07/31/2009",1,0.97
"App A99","07/31/2009",1,0.995
"App A101","07/31/2009",1,0.995
"App A102","07/31/2009",1,0.995
"App A105","07/31/2009",1,0.98
"App A105","07/31/2009",1,0.991
"App A1","06/30/2009",1,
"App A2","06/30/2009",1,0.95
"App A2","06/30/2009",1,0.98
"App A4","06/30/2009",1,0.95
"App A4","06/30/2009",1,0.98
"App A6","06/30/2009",0.9784,0.97
"App A6","06/30/2009",0.9874,0.95
"App A11","06/30/2009",1,0.98
"App A14","06/30/2009",1,0.98
"App A15","06/30/2009",1,0.98
"App A17","06/30/2009",1,0.95
"App A17","06/30/2009",1,0.97
"App A19","06/30/2009",1,0.95
"App A19","06/30/2009",1,0.97
"App A20","06/30/2009",1,0.95
"App A20","06/30/2009",1,0.97
"App A21","06/30/2009",1,0.95
"App A21","06/30/2009",1,0.98
"App A24","06/30/2009",0.9985,0.97
"App A24","06/30/2009",0.9991,0.95
"App A25","06/30/2009",0,0.95
"App A25","06/30/2009",0,0.97
"App A28","06/30/2009",1,0.95
"App A28","06/30/2009",1,0.97
"App A29","06/30/2009",1,0.95
"App A29","06/30/2009",1,0.97
"App A31","06/30/2009",1,0.95
"App A31","06/30/2009",1,0.98
"App A33","06/30/2009",1,0.95
"App A33","06/30/2009",1,0.97
"App A40","06/30/2009",0.9993,0.991
"App A40","06/30/2009",1,0.98
"App A43","06/30/2009",0.9986,0.991
"App A43","06/30/2009",1,0.98
"App A44","06/30/2009",0.9993,0.991
"App A44","06/30/2009",1,0.98
"App A46","06/30/2009",0.9993,0.991
"App A46","06/30/2009",1,0.98
"App A78","06/30/2009",0.9993,0.991
"App A78","06/30/2009",1,0.98
"App A81","06/30/2009",1,0.98
"App A83","06/30/2009",1,0.99
"App A88","06/30/2009",1,0.99
"App A90","06/30/2009",1,0.98
"App A92","06/30/2009",1,0.995
"App A93","06/30/2009",1,0.98
"App A97","06/30/2009",1,0.95
"App A97","06/30/2009",1,0.97
"App A99","06/30/2009",1,0.995
"App A101","06/30/2009",1,0.995
"App A102","06/30/2009",1,0.995
"App A105","06/30/2009",1,0.98
"App A105","06/30/2009",1,0.991
"App A1","05/31/2009",1,
"App A2","05/31/2009",1,0.95
"App A2","05/31/2009",1,0.98
"App A4","05/31/2009",1,0.95
"App A4","05/31/2009",1,0.98
"App A6","05/31/2009",0.992,0.97
"App A6","05/31/2009",0.995,0.95
"App A11","05/31/2009",1,0.98
"App A14","05/31/2009",1,0.98
"App A15","05/31/2009",0.985,0.98
"App A15","05/31/2009",0.991,0.98
"App A17","05/31/2009",1,0.95
"App A17","05/31/2009",1,0.97
