"APP","MONTH_DT","ACTUAL_UP","EXPECTED_UP"
"App A8","01/31/2015",0.9959,0.98
"App A8","01/31/2015",1,0.991
"App A21","01/31/2015",1,0.95
"App A21","01/31/2015",1,0.98
"App A27","01/31/2015",1,0.991
"App A28","01/31/2015",1,0.95
"App A28","01/31/2015",1,0.97
"App A29","01/31/2015",1,0.95
"App A29","01/31/2015",1,0.97
"App A35","01/31/2015",1,0.98
"App A36","01/31/2015",1,0.98
"App A36","01/31/2015",1,0.991
"App A37","01/31/2015",0.9837,0.98
"App A38","01/31/2015",0.9944,0.98
"App A38","01/31/2015",0.9944,0.991
"App A39","01/31/2015",1,0.98
"App A40","01/31/2015",1,0.98
"App A40","01/31/2015",1,0.991
"App A41","01/31/2015",0.9959,0.98
"App A42","01/31/2015",1,0.98
"App A42","01/31/2015",1,0.991
"App A45","01/31/2015",0.9837,0.98
"App A46","01/31/2015",0.9944,0.98
"App A46","01/31/2015",0.9944,0.991
"App A47","01/31/2015",1,0.98
"App A48","01/31/2015",1,0.98
"App A48","01/31/2015",1,0.991
"App A49","01/31/2015",0.9837,0.98
"App A50","01/31/2015",0.9944,0.98
"App A50","01/31/2015",0.9944,0.991
"App A51","01/31/2015",0.9959,0.98
"App A52","01/31/2015",1,0.98
"App A52","01/31/2015",1,0.991
"App A53","01/31/2015",1,0.98
"App A54","01/31/2015",1,0.98
"App A54","01/31/2015",1,0.991
"App A55","01/31/2015",0.9837,0.98
"App A56","01/31/2015",0.9944,0.98
"App A56","01/31/2015",0.9944,0.991
"App A57","01/31/2015",0.9959,0.98
"App A58","01/31/2015",1,0.98
"App A58","01/31/2015",1,0.991
"App A59","01/31/2015",1,0.98
"App A60","01/31/2015",1,0.98
"App A60","01/31/2015",1,0.991
"App A61","01/31/2015",0.9837,0.98
"App A62","01/31/2015",0.9944,0.98
"App A62","01/31/2015",0.9944,0.991
"App A63","01/31/2015",0.9959,0.98
"App A64","01/31/2015",1,0.98
"App A64","01/31/2015",1,0.991
"App A65","01/31/2015",1,0.98
"App A66","01/31/2015",0.9957,0.98
"App A66","01/31/2015",0.9957,0.991
"App A67","01/31/2015",0.9837,0.98
"App A68","01/31/2015",0.9944,0.98
"App A68","01/31/2015",0.9944,0.991
"App A69","01/31/2015",0.9959,0.98
"App A70","01/31/2015",1,0.98
"App A70","01/31/2015",1,0.991
"App A71","01/31/2015",1,0.98
"App A72","01/31/2015",1,0.98
"App A72","01/31/2015",1,0.991
"App A73","01/31/2015",0.9837,0.98
"App A74","01/31/2015",0.9944,0.98
"App A74","01/31/2015",0.9944,0.991
"App A75","01/31/2015",0.9959,0.98
"App A76","01/31/2015",1,0.98
"App A76","01/31/2015",1,0.991
"App A77","01/31/2015",0.9959,0.98
"App A78","01/31/2015",1,0.98
"App A78","01/31/2015",1,0.991
"App A88","01/31/2015",1,0.99
"App A89","01/31/2015",1,1
"App A96","01/31/2015",1,0.995
"App A98","01/31/2015",1,0.95
"App A98","01/31/2015",1,0.97
"App A99","01/31/2015",0.9958,0.995
"App A99","01/31/2015",0.9972,0.995
"App A100","01/31/2015",1,0.98
"App A100","01/31/2015",1,0.991
"App A101","01/31/2015",1,0.995
"App A2","12/31/2014",1,0.95
"App A2","12/31/2014",1,0.98
"App A4","12/31/2014",1,0.95
"App A4","12/31/2014",1,0.98
"App A6","12/31/2014",1,0.95
"App A6","12/31/2014",1,0.97
"App A7","12/31/2014",1,0.96
"App A7","12/31/2014",1,0.98
"App A8","12/31/2014",1,0.98
"App A8","12/31/2014",1,0.991
"App A11","12/31/2014",1,0.98
"App A14","12/31/2014",1,0.98
"App A15","12/31/2014",1,0.98
"App A17","12/31/2014",1,0.95
"App A17","12/31/2014",1,0.97
"App A20","12/31/2014",1,0.95
"App A20","12/31/2014",1,0.97
"App A21","12/31/2014",1,0.95
"App A21","12/31/2014",1,0.98
"App A24","12/31/2014",1,0.95
"App A24","12/31/2014",1,0.97
"App A27","12/31/2014",1,0.991
"App A28","12/31/2014",1,0.95
"App A28","12/31/2014",1,0.97
"App A29","12/31/2014",1,0.95
"App A29","12/31/2014",1,0.97
"App A31","12/31/2014",1,0.95
"App A31","12/31/2014",1,0.98
"App A32","12/31/2014",1,0.93
"App A32","12/31/2014",1,0.98
"App A33","12/31/2014",1,0.95
"App A33","12/31/2014",1,0.97
"App A35","12/31/2014",1,0.98
"App A36","12/31/2014",1,0.98
"App A36","12/31/2014",1,0.991
"App A37","12/31/2014",0.9969,0.98
"App A38","12/31/2014",0.9862,0.98
"App A38","12/31/2014",0.9862,0.991
"App A39","12/31/2014",1,0.98
"App A40","12/31/2014",1,0.98
"App A40","12/31/2014",1,0.991
"App A41","12/31/2014",0.9954,0.98
"App A42","12/31/2014",0.9861,0.98
"App A42","12/31/2014",0.9861,0.991
"App A45","12/31/2014",0.9969,0.98
"App A46","12/31/2014",0.9856,0.98
"App A46","12/31/2014",0.9856,0.991
"App A47","12/31/2014",1,0.98
"App A48","12/31/2014",1,0.98
"App A48","12/31/2014",1,0.991
"App A49","12/31/2014",0.9969,0.98
"App A50","12/31/2014",0.9867,0.98
"App A50","12/31/2014",0.9867,0.991
"App A51","12/31/2014",0.9954,0.98
"App A52","12/31/2014",0.9861,0.98
"App A52","12/31/2014",0.9861,0.991
"App A53","12/31/2014",1,0.98
"App A54","12/31/2014",1,0.98
"App A54","12/31/2014",1,0.991
"App A55","12/31/2014",0.9969,0.98
"App A56","12/31/2014",0.9851,0.98
"App A56","12/31/2014",0.9851,0.991
"App A57","12/31/2014",0.9954,0.98
"App A58","12/31/2014",0.9861,0.98
"App A58","12/31/2014",0.9861,0.991
"App A59","12/31/2014",1,0.98
"App A60","12/31/2014",1,0.98
"App A60","12/31/2014",1,0.991
"App A61","12/31/2014",0.9969,0.98
"App A62","12/31/2014",0.985,0.98
"App A62","12/31/2014",0.985,0.991
"App A63","12/31/2014",0.9954,0.98
"App A64","12/31/2014",0.9861,0.98
"App A64","12/31/2014",0.9861,0.991
"App A65","12/31/2014",1,0.98
"App A66","12/31/2014",1,0.98
"App A66","12/31/2014",1,0.991
"App A67","12/31/2014",0.9969,0.98
"App A68","12/31/2014",0.9859,0.98
"App A68","12/31/2014",0.9859,0.991
"App A69","12/31/2014",0.9954,0.98
"App A70","12/31/2014",0.9861,0.98
"App A70","12/31/2014",0.9861,0.991
"App A71","12/31/2014",1,0.98
"App A72","12/31/2014",1,0.98
"App A72","12/31/2014",1,0.991
"App A73","12/31/2014",0.9969,0.98
"App A74","12/31/2014",0.9867,0.98
"App A74","12/31/2014",0.9867,0.991
"App A75","12/31/2014",0.9954,0.98
"App A76","12/31/2014",0.9861,0.98
"App A76","12/31/2014",0.9861,0.991
"App A77","12/31/2014",0.9954,0.98
"App A78","12/31/2014",0.9861,0.98
"App A78","12/31/2014",0.9861,0.991
"App A80","12/31/2014",1,0.98
"App A88","12/31/2014",1,0.99
"App A89","12/31/2014",1,1
"App A91","12/31/2014",1,0.95
"App A91","12/31/2014",1,0.97
"App A96","12/31/2014",1,0.995
"App A98","12/31/2014",1,0.95
"App A98","12/31/2014",1,0.97
"App A99","12/31/2014",0.9777,0.995
"App A99","12/31/2014",0.9823,0.995
"App A100","12/31/2014",1,0.98
"App A100","12/31/2014",1,0.991
"App A101","12/31/2014",0.9777,0.995
"App A101","12/31/2014",0.9823,0.995
"App A105","12/31/2014",1,0.98
"App A105","12/31/2014",1,0.991
"App A2","11/30/2014",1,0.95
"App A2","11/30/2014",1,0.98
"App A4","11/30/2014",1,0.95
"App A4","11/30/2014",1,0.98
"App A6","11/30/2014",1,0.95
"App A6","11/30/2014",1,0.97
"App A7","11/30/2014",1,0.96
"App A7","11/30/2014",1,0.98
"App A8","11/30/2014",1,0.98
"App A8","11/30/2014",1,0.991
"App A11","11/30/2014",1,0.98
"App A14","11/30/2014",1,0.98
"App A15","11/30/2014",1,0.98
"App A17","11/30/2014",1,0.95
"App A17","11/30/2014",1,0.97
"App A20","11/30/2014",1,0.95
"App A20","11/30/2014",1,0.97
"App A21","11/30/2014",1,0.95
"App A21","11/30/2014",1,0.98
"App A24","11/30/2014",1,0.95
"App A24","11/30/2014",1,0.97
"App A27","11/30/2014",0.999,0.991
"App A28","11/30/2014",1,0.95
"App A28","11/30/2014",1,0.97
"App A29","11/30/2014",1,0.95
"App A29","11/30/2014",1,0.97
"App A31","11/30/2014",1,0.95
"App A31","11/30/2014",1,0.98
"App A32","11/30/2014",1,0.93
"App A32","11/30/2014",1,0.98
"App A33","11/30/2014",1,0.95
"App A33","11/30/2014",1,0.97
"App A35","11/30/2014",1,0.98
"App A36","11/30/2014",1,0.98
"App A36","11/30/2014",1,0.991
"App A37","11/30/2014",0.9891,0.98
"App A38","11/30/2014",0.996,0.98
"App A38","11/30/2014",0.996,0.991
"App A39","11/30/2014",1,0.98
"App A40","11/30/2014",1,0.98
"App A40","11/30/2014",1,0.991
"App A41","11/30/2014",0.9898,0.98
"App A42","11/30/2014",1,0.98
"App A42","11/30/2014",1,0.991
"App A45","11/30/2014",0.9891,0.98
"App A46","11/30/2014",0.996,0.98
"App A46","11/30/2014",0.996,0.991
"App A47","11/30/2014",1,0.98
"App A48","11/30/2014",1,0.98
"App A48","11/30/2014",1,0.991
"App A49","11/30/2014",0.9891,0.98
"App A50","11/30/2014",0.9976,0.98
"App A50","11/30/2014",0.9976,0.991
"App A51","11/30/2014",0.9898,0.98
"App A52","11/30/2014",1,0.98
"App A52","11/30/2014",1,0.991
"App A53","11/30/2014",1,0.98
"App A54","11/30/2014",1,0.98
"App A54","11/30/2014",1,0.991
"App A55","11/30/2014",0.9891,0.98
"App A56","11/30/2014",0.996,0.98
"App A56","11/30/2014",0.996,0.991
"App A57","11/30/2014",0.9898,0.98
"App A58","11/30/2014",1,0.98
"App A58","11/30/2014",1,0.991
"App A59","11/30/2014",1,0.98
"App A60","11/30/2014",1,0.98
"App A60","11/30/2014",1,0.991
"App A61","11/30/2014",0.9891,0.98
"App A62","11/30/2014",0.996,0.98
"App A62","11/30/2014",0.996,0.991
"App A63","11/30/2014",0.9898,0.98
"App A64","11/30/2014",1,0.98
"App A64","11/30/2014",1,0.991
"App A65","11/30/2014",1,0.98
"App A66","11/30/2014",1,0.98
"App A66","11/30/2014",1,0.991
"App A67","11/30/2014",0.9891,0.98
"App A68","11/30/2014",0.996,0.98
"App A68","11/30/2014",0.996,0.991
"App A69","11/30/2014",0.9898,0.98
"App A70","11/30/2014",1,0.98
"App A70","11/30/2014",1,0.991
"App A71","11/30/2014",1,0.98
"App A72","11/30/2014",1,0.98
"App A72","11/30/2014",1,0.991
"App A73","11/30/2014",0.9891,0.98
"App A74","11/30/2014",0.9976,0.98
"App A74","11/30/2014",0.9976,0.991
"App A75","11/30/2014",0.9898,0.98
"App A76","11/30/2014",1,0.98
"App A76","11/30/2014",1,0.991
"App A77","11/30/2014",0.9898,0.98
"App A78","11/30/2014",1,0.98
"App A78","11/30/2014",1,0.991
"App A80","11/30/2014",1,0.98
"App A88","11/30/2014",1,0.99
"App A89","11/30/2014",1,1
"App A91","11/30/2014",1,0.95
"App A91","11/30/2014",1,0.97
"App A96","11/30/2014",1,0.995
"App A98","11/30/2014",1,0.95
"App A98","11/30/2014",1,0.97
"App A99","11/30/2014",0.9953,0.995
"App A99","11/30/2014",0.9969,0.995
"App A101","11/30/2014",0.9953,0.995
"App A101","11/30/2014",0.9969,0.995
"App A105","11/30/2014",1,0.98
"App A105","11/30/2014",1,0.991
"App A2","10/31/2014",1,0.95
"App A2","10/31/2014",1,0.98
"App A4","10/31/2014",1,0.95
"App A4","10/31/2014",1,0.98
"App A6","10/31/2014",1,0.95
"App A6","10/31/2014",1,0.97
"App A7","10/31/2014",1,0.96
"App A7","10/31/2014",1,0.98
"App A8","10/31/2014",1,0.98
"App A8","10/31/2014",1,0.991
"App A11","10/31/2014",1,0.98
"App A14","10/31/2014",1,0.98
"App A15","10/31/2014",1,0.98
"App A17","10/31/2014",1,0.95
"App A17","10/31/2014",1,0.97
"App A20","10/31/2014",1,0.95
"App A20","10/31/2014",1,0.97
"App A21","10/31/2014",1,0.95
"App A21","10/31/2014",1,0.98
"App A24","10/31/2014",1,0.95
"App A24","10/31/2014",1,0.97
"App A27","10/31/2014",0.998,0.991
"App A28","10/31/2014",1,0.95
"App A28","10/31/2014",1,0.97
"App A29","10/31/2014",1,0.95
"App A29","10/31/2014",1,0.97
"App A31","10/31/2014",1,0.95
"App A31","10/31/2014",1,0.98
"App A32","10/31/2014",1,0.93
"App A32","10/31/2014",1,0.98
"App A33","10/31/2014",1,0.95
"App A33","10/31/2014",1,0.97
"App A35","10/31/2014",0.9929,0.98
"App A36","10/31/2014",1,0.98
"App A36","10/31/2014",1,0.991
"App A37","10/31/2014",0.9854,0.98
"App A38","10/31/2014",0.9985,0.98
"App A38","10/31/2014",0.9985,0.991
"App A39","10/31/2014",1,0.98
"App A40","10/31/2014",0.9968,0.98
"App A40","10/31/2014",0.9968,0.991
"App A41","10/31/2014",0.9872,0.98
"App A42","10/31/2014",0.9941,0.98
"App A42","10/31/2014",0.9941,0.991
"App A45","10/31/2014",0.9923,0.98
"App A46","10/31/2014",0.9953,0.98
"App A46","10/31/2014",0.9953,0.991
"App A47","10/31/2014",1,0.98
"App A48","10/31/2014",0.9968,0.98
"App A48","10/31/2014",0.9968,0.991
"App A49","10/31/2014",0.9923,0.98
"App A50","10/31/2014",0.9953,0.98
"App A50","10/31/2014",0.9953,0.991
"App A51","10/31/2014",0.9938,0.98
"App A52","10/31/2014",0.9909,0.98
"App A52","10/31/2014",0.9909,0.991
"App A53","10/31/2014",1,0.98
"App A54","10/31/2014",0.9968,0.98
"App A54","10/31/2014",0.9968,0.991
"App A55","10/31/2014",0.9923,0.98
"App A56","10/31/2014",0.9953,0.98
"App A56","10/31/2014",0.9953,0.991
"App A57","10/31/2014",0.9938,0.98
"App A58","10/31/2014",0.9909,0.98
"App A58","10/31/2014",0.9909,0.991
"App A59","10/31/2014",0.9929,0.98
"App A60","10/31/2014",1,0.98
"App A60","10/31/2014",1,0.991
"App A61","10/31/2014",0.9813,0.98
"App A62","10/31/2014",0.9976,0.98
"App A62","10/31/2014",0.9976,0.991
"App A63","10/31/2014",0.9872,0.98
"App A64","10/31/2014",0.9941,0.98
"App A64","10/31/2014",0.9941,0.991
"App A65","10/31/2014",0.9929,0.98
"App A66","10/31/2014",1,0.98
"App A66","10/31/2014",1,0.991
"App A67","10/31/2014",0.9854,0.98
"App A68","10/31/2014",0.9985,0.98
"App A68","10/31/2014",0.9985,0.991
"App A69","10/31/2014",0.9803,0.98
"App A70","10/31/2014",0.9941,0.98
"App A70","10/31/2014",0.9941,0.991
"App A71","10/31/2014",1,0.98
"App A72","10/31/2014",0.9968,0.98
"App A72","10/31/2014",0.9968,0.991
"App A73","10/31/2014",0.9923,0.98
"App A74","10/31/2014",0.9953,0.98
"App A74","10/31/2014",0.9953,0.991
"App A75","10/31/2014",0.9938,0.98
"App A76","10/31/2014",0.9909,0.98
"App A76","10/31/2014",0.9909,0.991
"App A77","10/31/2014",0.9938,0.98
"App A78","10/31/2014",0.9909,0.98
"App A78","10/31/2014",0.9909,0.991
"App A80","10/31/2014",1,0.98
"App A88","10/31/2014",0.9932,0.99
"App A88","10/31/2014",0.9955,0.99
"App A89","10/31/2014",1,1
"App A91","10/31/2014",1,0.95
"App A91","10/31/2014",1,0.97
"App A96","10/31/2014",1,0.995
"App A98","10/31/2014",1,0.95
"App A98","10/31/2014",1,0.97
"App A99","10/31/2014",1,0.995
"App A101","10/31/2014",0.9941,0.995
"App A101","10/31/2014",0.9961,0.995
"App A105","10/31/2014",1,0.98
"App A105","10/31/2014",1,0.991
"App A2","09/30/2014",1,0.95
"App A2","09/30/2014",1,0.98
"App A4","09/30/2014",1,0.95
"App A4","09/30/2014",1,0.98
"App A6","09/30/2014",1,0.95
"App A6","09/30/2014",1,0.97
"App A7","09/30/2014",1,0.96
"App A7","09/30/2014",1,0.98
"App A8","09/30/2014",1,0.98
"App A8","09/30/2014",1,0.991
"App A11","09/30/2014",1,0.98
"App A14","09/30/2014",1,0.98
"App A15","09/30/2014",1,0.98
"App A17","09/30/2014",1,0.95
"App A17","09/30/2014",1,0.97
"App A20","09/30/2014",1,0.95
"App A20","09/30/2014",1,0.97
"App A21","09/30/2014",1,0.95
"App A21","09/30/2014",1,0.98
"App A24","09/30/2014",1,0.95
"App A24","09/30/2014",1,0.97
"App A27","09/30/2014",1,0.991
"App A28","09/30/2014",1,0.95
"App A28","09/30/2014",1,0.97
"App A29","09/30/2014",1,0.95
"App A29","09/30/2014",1,0.97
"App A31","09/30/2014",0.991,0.95
"App A31","09/30/2014",0.991,0.98
"App A32","09/30/2014",1,0.93
"App A32","09/30/2014",1,0.98
"App A33","09/30/2014",1,0.95
"App A33","09/30/2014",1,0.97
"App A35","09/30/2014",1,0.98
"App A36","09/30/2014",1,0.98
"App A36","09/30/2014",1,0.991
"App A37","09/30/2014",0.9858,0.98
"App A38","09/30/2014",0.998,0.98
"App A38","09/30/2014",0.998,0.991
"App A39","09/30/2014",1,0.98
"App A40","09/30/2014",0.9977,0.98
"App A40","09/30/2014",0.9977,0.991
"App A41","09/30/2014",0.9962,0.98
"App A42","09/30/2014",1,0.98
"App A42","09/30/2014",1,0.991
"App A45","09/30/2014",0.9858,0.98
"App A46","09/30/2014",0.9977,0.98
"App A46","09/30/2014",0.9977,0.991
"App A47","09/30/2014",1,0.98
"App A48","09/30/2014",1,0.98
"App A48","09/30/2014",1,0.991
"App A49","09/30/2014",0.9858,0.98
"App A50","09/30/2014",1,0.98
"App A50","09/30/2014",1,0.991
"App A51","09/30/2014",0.9962,0.98
"App A52","09/30/2014",1,0.98
"App A52","09/30/2014",1,0.991
"App A53","09/30/2014",1,0.98
"App A54","09/30/2014",1,0.98
"App A54","09/30/2014",1,0.991
"App A55","09/30/2014",0.9858,0.98
"App A56","09/30/2014",1,0.98
"App A56","09/30/2014",1,0.991
"App A57","09/30/2014",0.9962,0.98
"App A58","09/30/2014",1,0.98
"App A58","09/30/2014",1,0.991
"App A59","09/30/2014",1,0.98
"App A60","09/30/2014",1,0.98
"App A60","09/30/2014",1,0.991
"App A61","09/30/2014",0.9858,0.98
"App A62","09/30/2014",1,0.98
"App A62","09/30/2014",1,0.991
"App A63","09/30/2014",0.9962,0.98
"App A64","09/30/2014",1,0.98
"App A64","09/30/2014",1,0.991
"App A65","09/30/2014",1,0.98
"App A66","09/30/2014",1,0.98
"App A66","09/30/2014",1,0.991
"App A67","09/30/2014",0.9858,0.98
"App A68","09/30/2014",1,0.98
"App A68","09/30/2014",1,0.991
"App A69","09/30/2014",0.9962,0.98
"App A70","09/30/2014",1,0.98
"App A70","09/30/2014",1,0.991
"App A71","09/30/2014",1,0.98
"App A72","09/30/2014",1,0.98
"App A72","09/30/2014",1,0.991
"App A73","09/30/2014",0.9858,0.98
"App A74","09/30/2014",1,0.98
"App A74","09/30/2014",1,0.991
"App A75","09/30/2014",0.9962,0.98
"App A76","09/30/2014",1,0.98
"App A76","09/30/2014",1,0.991
"App A77","09/30/2014",0.9962,0.98
"App A78","09/30/2014",0.9977,0.98
"App A78","09/30/2014",0.9977,0.991
"App A80","09/30/2014",1,0.98
"App A88","09/30/2014",0.994,0.99
"App A88","09/30/2014",0.996,0.99
"App A89","09/30/2014",1,1
"App A91","09/30/2014",1,0.95
"App A91","09/30/2014",1,0.97
"App A96","09/30/2014",1,0.995
"App A98","09/30/2014",1,0.95
"App A98","09/30/2014",1,0.97
"App A99","09/30/2014",1,0.995
"App A101","09/30/2014",1,0.995
"App A105","09/30/2014",1,0.98
"App A105","09/30/2014",1,0.991
"App A2","08/31/2014",1,0.95
"App A2","08/31/2014",1,0.98
"App A4","08/31/2014",1,0.95
"App A4","08/31/2014",1,0.98
"App A6","08/31/2014",1,0.95
"App A6","08/31/2014",1,0.97
"App A7","08/31/2014",1,0.96
"App A7","08/31/2014",1,0.98
"App A8","08/31/2014",1,0.98
"App A8","08/31/2014",1,0.991
"App A11","08/31/2014",1,0.98
"App A14","08/31/2014",1,0.98
"App A15","08/31/2014",1,0.98
"App A17","08/31/2014",1,0.95
"App A17","08/31/2014",1,0.97
"App A20","08/31/2014",1,0.95
"App A20","08/31/2014",1,0.97
"App A21","08/31/2014",1,0.95
"App A21","08/31/2014",1,0.98
"App A24","08/31/2014",1,0.95
"App A24","08/31/2014",1,0.97
"App A27","08/31/2014",1,0.991
"App A28","08/31/2014",1,0.95
"App A28","08/31/2014",1,0.97
"App A29","08/31/2014",1,0.95
"App A29","08/31/2014",1,0.97
"App A31","08/31/2014",1,0.95
"App A31","08/31/2014",1,0.98
"App A32","08/31/2014",1,0.93
"App A32","08/31/2014",1,0.98
"App A33","08/31/2014",1,0.95
"App A33","08/31/2014",1,0.97
"App A35","08/31/2014",1,0.98
"App A36","08/31/2014",1,0.98
"App A36","08/31/2014",1,0.991
"App A37","08/31/2014",0.9996,0.98
"App A38","08/31/2014",0.9985,0.98
"App A38","08/31/2014",0.9985,0.991
"App A39","08/31/2014",1,0.98
"App A40","08/31/2014",1,0.98
"App A40","08/31/2014",1,0.991
"App A41","08/31/2014",0.9996,0.98
"App A42","08/31/2014",1,0.98
"App A42","08/31/2014",1,0.991
"App A45","08/31/2014",0.9996,0.98
"App A46","08/31/2014",0.9985,0.98
"App A46","08/31/2014",0.9985,0.991
"App A47","08/31/2014",1,0.98
"App A48","08/31/2014",1,0.98
"App A48","08/31/2014",1,0.991
"App A49","08/31/2014",0.9996,0.98
"App A50","08/31/2014",0.9985,0.98
"App A50","08/31/2014",0.9985,0.991
"App A51","08/31/2014",0.9996,0.98
"App A52","08/31/2014",1,0.98
"App A52","08/31/2014",1,0.991
"App A53","08/31/2014",1,0.98
"App A54","08/31/2014",1,0.98
"App A54","08/31/2014",1,0.991
"App A55","08/31/2014",0.9996,0.98
"App A56","08/31/2014",0.9985,0.98
"App A56","08/31/2014",0.9985,0.991
"App A57","08/31/2014",0.9996,0.98
"App A58","08/31/2014",1,0.98
"App A58","08/31/2014",1,0.991
"App A59","08/31/2014",1,0.98
"App A60","08/31/2014",1,0.98
"App A60","08/31/2014",1,0.991
"App A61","08/31/2014",0.9996,0.98
"App A62","08/31/2014",0.9985,0.98
"App A62","08/31/2014",0.9985,0.991
"App A63","08/31/2014",0.9996,0.98
"App A64","08/31/2014",1,0.98
"App A64","08/31/2014",1,0.991
"App A65","08/31/2014",1,0.98
"App A66","08/31/2014",1,0.98
"App A66","08/31/2014",1,0.991
"App A67","08/31/2014",0.9996,0.98
"App A68","08/31/2014",0.9985,0.98
"App A68","08/31/2014",0.9985,0.991
"App A69","08/31/2014",0.9996,0.98
"App A70","08/31/2014",1,0.98
"App A70","08/31/2014",1,0.991
"App A71","08/31/2014",1,0.98
"App A72","08/31/2014",1,0.98
"App A72","08/31/2014",1,0.991
"App A73","08/31/2014",0.9996,0.98
"App A74","08/31/2014",0.9985,0.98
"App A74","08/31/2014",0.9985,0.991
"App A75","08/31/2014",0.9996,0.98
"App A76","08/31/2014",1,0.98
"App A76","08/31/2014",1,0.991
"App A77","08/31/2014",0.9996,0.98
"App A78","08/31/2014",1,0.98
"App A78","08/31/2014",1,0.991
"App A80","08/31/2014",1,0.98
"App A88","08/31/2014",1,0.99
"App A89","08/31/2014",1,1
"App A91","08/31/2014",1,0.95
"App A91","08/31/2014",1,0.97
"App A96","08/31/2014",1,0.995
"App A98","08/31/2014",1,0.95
"App A98","08/31/2014",1,0.97
"App A99","08/31/2014",1,0.995
"App A101","08/31/2014",1,0.995
"App A105","08/31/2014",1,0.98
"App A105","08/31/2014",1,0.991
"App A2","07/31/2014",1,0.95
"App A2","07/31/2014",1,0.98
"App A4","07/31/2014",1,0.95
"App A4","07/31/2014",1,0.98
"App A6","07/31/2014",1,0.95
"App A6","07/31/2014",1,0.97
"App A7","07/31/2014",1,0.96
"App A7","07/31/2014",1,0.98
"App A8","07/31/2014",1,0.98
"App A8","07/31/2014",1,0.991
"App A11","07/31/2014",1,0.98
"App A14","07/31/2014",1,0.98
"App A15","07/31/2014",1,0.98
"App A17","07/31/2014",1,0.95
"App A17","07/31/2014",1,0.97
"App A20","07/31/2014",1,0.95
"App A20","07/31/2014",1,0.97
"App A21","07/31/2014",1,0.95
"App A21","07/31/2014",1,0.98
"App A24","07/31/2014",1,0.95
"App A24","07/31/2014",1,0.97
"App A27","07/31/2014",1,0.991
"App A28","07/31/2014",1,0.95
"App A28","07/31/2014",1,0.97
"App A29","07/31/2014",1,0.95
"App A29","07/31/2014",1,0.97
"App A31","07/31/2014",1,0.95
"App A31","07/31/2014",1,0.98
"App A32","07/31/2014",1,0.93
"App A32","07/31/2014",1,0.98
"App A33","07/31/2014",1,0.95
"App A33","07/31/2014",1,0.97
"App A35","07/31/2014",1,0.98
"App A36","07/31/2014",0.9985,0.98
"App A36","07/31/2014",0.9985,0.991
"App A37","07/31/2014",0.998,0.98
"App A38","07/31/2014",0.9935,0.98
"App A38","07/31/2014",0.9935,0.991
"App A39","07/31/2014",0.9958,0.98
"App A40","07/31/2014",0.9885,0.98
"App A40","07/31/2014",0.9885,0.991
"App A41","07/31/2014",0.9993,0.98
"App A42","07/31/2014",0.9928,0.98
"App A42","07/31/2014",0.9928,0.991
"App A45","07/31/2014",0.9938,0.98
"App A46","07/31/2014",0.9885,0.98
"App A46","07/31/2014",0.9885,0.991
"App A47","07/31/2014",0.9958,0.98
"App A48","07/31/2014",0.9885,0.98
"App A48","07/31/2014",0.9885,0.991
"App A49","07/31/2014",0.9938,0.98
"App A50","07/31/2014",0.9885,0.98
"App A50","07/31/2014",0.9885,0.991
"App A51","07/31/2014",0.9951,0.98
"App A52","07/31/2014",0.9878,0.98
"App A52","07/31/2014",0.9878,0.991
"App A53","07/31/2014",0.9958,0.98
"App A54","07/31/2014",0.9885,0.98
"App A54","07/31/2014",0.9885,0.991
"App A55","07/31/2014",0.9938,0.98
"App A56","07/31/2014",0.9885,0.98
"App A56","07/31/2014",0.9885,0.991
"App A57","07/31/2014",0.9951,0.98
"App A58","07/31/2014",0.9878,0.98
"App A58","07/31/2014",0.9878,0.991
"App A59","07/31/2014",1,0.98
"App A60","07/31/2014",0.9985,0.98
"App A60","07/31/2014",0.9985,0.991
"App A61","07/31/2014",0.998,0.98
"App A62","07/31/2014",0.9935,0.98
"App A62","07/31/2014",0.9935,0.991
"App A63","07/31/2014",0.9993,0.98
"App A64","07/31/2014",0.9928,0.98
"App A64","07/31/2014",0.9928,0.991
"App A65","07/31/2014",1,0.98
"App A66","07/31/2014",0.9985,0.98
"App A66","07/31/2014",0.9985,0.991
"App A67","07/31/2014",0.998,0.98
"App A68","07/31/2014",0.9935,0.98
"App A68","07/31/2014",0.9935,0.991
"App A69","07/31/2014",0.9993,0.98
"App A70","07/31/2014",0.9928,0.98
"App A70","07/31/2014",0.9928,0.991
"App A71","07/31/2014",0.9958,0.98
"App A72","07/31/2014",0.9885,0.98
"App A72","07/31/2014",0.9885,0.991
"App A73","07/31/2014",0.9938,0.98
"App A74","07/31/2014",0.9885,0.98
"App A74","07/31/2014",0.9885,0.991
"App A75","07/31/2014",0.9951,0.98
"App A76","07/31/2014",0.9878,0.98
"App A76","07/31/2014",0.9878,0.991
"App A77","07/31/2014",0.9951,0.98
"App A78","07/31/2014",0.9878,0.98
"App A78","07/31/2014",0.9878,0.991
"App A80","07/31/2014",1,0.98
"App A88","07/31/2014",1,0.99
"App A89","07/31/2014",1,1
"App A91","07/31/2014",1,0.95
"App A91","07/31/2014",1,0.97
"App A96","07/31/2014",1,0.995
"App A98","07/31/2014",1,0.95
"App A98","07/31/2014",1,0.97
"App A99","07/31/2014",1,0.995
