"APP","MONTH_DT","DEV_EFF","SIT_DFTS","UAT_DFTS","PROD_DFTS"
"App Q80",10/31/2013,250,2,0,0
"App Q96",10/31/2013,150,12,0,27
"App Q98",10/31/2013,2,0,0,1
"App Q101",10/31/2013,2000,41,2,1
"App Q105",10/31/2013,15,0,0,4
"App Q4",11/30/2013,300,0,0,1
"App Q6",11/30/2013,100,1,0,3
"App Q19",11/30/2013,300,11,0,0
"App Q21",11/30/2013,987,16,0,27
"App Q27",11/30/2013,1568,58,20,51
"App Q28",11/30/2013,100,0,0,2
"App Q31",11/30/2013,238.75,3,0,7
"App Q33",11/30/2013,304,0,0,2
"App Q79",11/30/2013,19700,1106,156,304
"App Q79",11/30/2013,19706,1106,156,304
"App Q80",11/30/2013,224,0,0,6
"App Q96",11/30/2013,150,12,0,27
"App Q101",11/30/2013,2000,41,2,2
"App Q105",11/30/2013,22,0,0,9
"App Q6",12/31/2013,100,1,0,3
"App Q19",12/31/2013,300,11,0,1
"App Q21",12/31/2013,699,16,0,11
"App Q24",12/31/2013,273,0,0,1
"App Q27",12/31/2013,1180,24,5,42
"App Q28",12/31/2013,100,0,0,1
"App Q29",12/31/2013,293,1,0,2
"App Q31",12/31/2013,238.75,3,0,2
"App Q79",12/31/2013,19700,1106,156,334
"App Q79",12/31/2013,19706,1106,156,334
"App Q80",12/31/2013,224,1,0,3
"App Q96",12/31/2013,150,12,0,44
"App Q101",12/31/2013,2000,41,2,1
"App Q105",12/31/2013,270,0,0,14
"App Q2",01/31/2014,350,0,1,1
"App Q4",01/31/2014,300,0,0,3
"App Q6",01/31/2014,100,1,0,6
"App Q8",01/31/2014,600,0,0,5
"App Q17",01/31/2014,293,0,0,2
"App Q19",01/31/2014,300,11,0,1
"App Q21",01/31/2014,618,41,1,13
"App Q21",01/31/2014,668,41,1,13
"App Q27",01/31/2014,1180,24,5,35
"App Q28",01/31/2014,100,0,0,1
"App Q29",01/31/2014,293,1,0,1
"App Q31",01/31/2014,238.75,3,0,3
"App Q33",01/31/2014,304,0,0,6
"App Q79",01/31/2014,19706,1106,156,380
"App Q79",01/31/2014,19700,1106,156,380
"App Q80",01/31/2014,224,1,0,1
"App Q96",01/31/2014,150,12,0,13
"App Q101",01/31/2014,2000,41,2,2
"App Q105",01/31/2014,15,0,0,8
"App Q4",02/28/2014,300,0,0,5
"App Q6",02/28/2014,293,1,0,2
"App Q8",02/28/2014,600,0,0,9
"App Q19",02/28/2014,274,3,0,5
"App Q19",02/28/2014,293,11,0,5
"App Q21",02/28/2014,668,41,1,10
"App Q21",02/28/2014,618,41,1,10
"App Q27",02/28/2014,1482,18,2,60
"App Q28",02/28/2014,293,4,0,4
"App Q28",02/28/2014,272,2,0,4
"App Q31",02/28/2014,238.75,3,0,4
"App Q33",02/28/2014,293,0,0,1
"App Q79",02/28/2014,15994,512,107,542
"App Q96",02/28/2014,150,12,0,21
"App Q101",02/28/2014,2000,41,2,1
"App Q105",02/28/2014,18,0,0,2
"App Q2",03/31/2014,350,0,1,5
"App Q4",03/31/2014,300,0,0,3
"App Q6",03/31/2014,278,3,0,4
"App Q8",03/31/2014,4,0,0,6
"App Q17",03/31/2014,264,0,0,1
"App Q19",03/31/2014,2732,3,0,4
"App Q21",03/31/2014,1288,36,0,16
"App Q27",03/31/2014,156,9,2,54
"App Q28",03/31/2014,100,0,0,2
"App Q31",03/31/2014,238.75,3,0,4
"App Q33",03/31/2014,271,0,0,1
"App Q79",03/31/2014,15994,512,107,392
"App Q80",03/31/2014,224,1,0,2
"App Q96",03/31/2014,150,12,0,15
"App Q101",03/31/2014,2000,41,2,4
"App Q105",03/31/2014,18,0,0,4
"App Q2",04/30/2014,350,0,1,1
"App Q4",04/30/2014,300,0,0,7
"App Q6",04/30/2014,278,3,0,4
"App Q8",04/30/2014,1,0,0,5
"App Q19",04/30/2014,1379,2,0,2
"App Q21",04/30/2014,1470,5,2,21
"App Q27",04/30/2014,156,9,2,36
"App Q28",04/30/2014,1200,3,0,3
"App Q29",04/30/2014,270,5,0,1
"App Q31",04/30/2014,238.75,3,0,6
"App Q79",04/30/2014,15994,512,107,358
"App Q80",04/30/2014,224,1,0,2
"App Q96",04/30/2014,150,12,0,21
"App Q101",04/30/2014,2000,41,2,3
"App Q105",04/30/2014,91,0,0,8
"App Q2",05/31/2014,350,0,1,2
"App Q4",05/31/2014,300,0,0,3
"App Q6",05/31/2014,278,3,0,6
"App Q8",05/31/2014,15,0,0,2
"App Q19",05/31/2014,460,2,0,3
"App Q21",05/31/2014,1470,4,3,7
"App Q24",05/31/2014,273,0,0,1
"App Q27",05/31/2014,1134,43,8,85
"App Q27",05/31/2014,438,10,6,85
"App Q28",05/31/2014,415,4,0,1
"App Q29",05/31/2014,400,1,0,1
"App Q31",05/31/2014,460,4,0,2
"App Q79",05/31/2014,15994,512,107,294
"App Q80",05/31/2014,242,0,0,2
"App Q96",05/31/2014,150,12,0,18
"App Q101",05/31/2014,2000,41,2,3
"App Q105",05/31/2014,50,0,1,9
"App Q4",06/30/2014,300,0,0,7
"App Q6",06/30/2014,510,3,0,6
"App Q19",06/30/2014,490,1,0,1
"App Q21",06/30/2014,1475,6,1,9
"App Q27",06/30/2014,438,10,6,43
"App Q27",06/30/2014,1134,43,8,43
"App Q28",06/30/2014,415,4,0,2
"App Q31",06/30/2014,460,4,0,4
"App Q33",06/30/2014,535,1,0,1
"App Q79",06/30/2014,15994,512,107,288
"App Q80",06/30/2014,242,1,0,3
"App Q96",06/30/2014,150,12,0,13
"App Q101",06/30/2014,2000,41,2,1
"App Q105",06/30/2014,50,0,1,10
"App Q2",07/31/2014,350,0,1,4
"App Q4",07/31/2014,300,0,0,11
"App Q6",07/31/2014,500,6,0,1
"App Q8",07/31/2014,15,0,0,1
"App Q19",07/31/2014,500,0,0,1
"App Q21",07/31/2014,1470,28,0,11
"App Q24",07/31/2014,500,2,0,1
"App Q27",07/31/2014,2928,40,4,41
"App Q28",07/31/2014,415,4,0,2
"App Q29",07/31/2014,400,1,0,2
"App Q31",07/31/2014,460,4,0,1
"App Q33",07/31/2014,576,1,0,1
"App Q79",07/31/2014,15994,512,107,364
"App Q80",07/31/2014,242,1,0,3
"App Q96",07/31/2014,150,12,0,22
"App Q101",07/31/2014,2000,41,2,1
"App Q105",07/31/2014,50,0,1,8
"App Q2",08/31/2014,350,0,1,1
"App Q4",08/31/2014,300,0,0,7
"App Q8",08/31/2014,20,0,0,2
"App Q19",08/31/2014,276,3,0,1
"App Q21",08/31/2014,1609,35,0,7
"App Q27",08/31/2014,2928,40,4,48
"App Q28",08/31/2014,415,4,0,2
"App Q33",08/31/2014,576,1,0,1
"App Q79",08/31/2014,15994,512,107,243
"App Q80",08/31/2014,242,1,0,0
"App Q96",08/31/2014,150,12,0,15
"App Q101",08/31/2014,2000,41,2,3
"App Q105",08/31/2014,50,0,1,3
"App Q2",09/30/2014,350,0,1,2
"App Q4",09/30/2014,2318,1,0,9
"App Q6",09/30/2014,500,6,0,1
"App Q19",09/30/2014,276,3,0,1
"App Q21",09/30/2014,1617,0,1,10
"App Q27",09/30/2014,2928,40,4,56
"App Q28",09/30/2014,415,4,0,8
"App Q31",09/30/2014,460,4,0,1
"App Q79",09/30/2014,26937,818,162,402
"App Q80",09/30/2014,242,1,0,5
"App Q96",09/30/2014,150,12,0,9
"App Q101",09/30/2014,2000,41,2,2
"App Q2",10/31/2014,350,0,1,5
"App Q4",10/31/2014,2318,1,0,15
"App Q6",10/31/2014,500,6,0,3
"App Q8",10/31/2014,135,0,0,2
"App Q19",10/31/2014,276,3,0,1
"App Q21",10/31/2014,1617,0,1,27
"App Q24",10/31/2014,2300,4,0,0
"App Q27",10/31/2014,3194,39,21,85
"App Q28",10/31/2014,415,4,0,6
"App Q29",10/31/2014,200,1,0,3
"App Q31",10/31/2014,460,4,0,4
"App Q79",10/31/2014,26937,818,162,399
"App Q80",10/31/2014,242,1,0,3
"App Q96",10/31/2014,150,12,0,24
"App Q2",11/30/2014,350,0,1,1
"App Q4",11/30/2014,2318,1,0,10
"App Q6",11/30/2014,2420,7,0,2
"App Q8",11/30/2014,135,0,0,2
"App Q19",11/30/2014,276,3,0,0
"App Q21",11/30/2014,1339,8,2,13
"App Q24",11/30/2014,2300,4,0,1
"App Q27",11/30/2014,3194,39,21,50
"App Q28",11/30/2014,415,4,0,7
"App Q29",11/30/2014,200,1,0,1
"App Q33",11/30/2014,576,1,0,5
"App Q79",11/30/2014,26937,818,162,269
"App Q80",11/30/2014,242,0,0,6
"App Q96",11/30/2014,150,12,0,40
"App Q101",11/30/2014,2000,41,2,2
"App Q4",12/31/2014,2318,1,0,12
"App Q8",12/31/2014,150,0,0,5
"App Q19",12/31/2014,276,3,0,0
"App Q21",12/31/2014,1335,25,2,14
"App Q27",12/31/2014,457,4,2,57
"App Q28",12/31/2014,415,4,0,1
"App Q31",12/31/2014,460,4,0,6
"App Q79",12/31/2014,26937,818,162,319
"App Q80",12/31/2014,242,0,0,1
"App Q96",12/31/2014,150,12,0,20
"App Q101",12/31/2014,2000,41,2,4
"App Q8",01/31/2015,40,0,0,1
"App Q19",01/31/2015,276,3,0,4
"App Q21",01/31/2015,1329,31,1,4
"App Q27",01/31/2015,457,4,2,46
"App Q28",01/31/2015,415,4,0,4
"App Q79",01/31/2015,26937,818,162,328
"App Q96",01/31/2015,150,12,0,50
